Image_ID,Image_file_link,MSA_Caption,Sudanese_Caption,Region,Audio_file_link,Category,Collection_method,Source_license,Secondary_category
IMG_000175.jpg,Google drive,سد الروصيرص مبنيٌّ من الخرسانة، وتظهر فيه بوابات تصريف المياه على النيل الأزرق,سد الروصيرص مبني من الخرسانة مع بوابات تصريف المويه في النيل الازرق,ولاية النيل الأزرق,Audio_link,Public places and infrastructure,Wikimmedia common Licened,CC BY SimonChilly,Energy infrastructure
IMG_000176.jpg,Google drive,رجل واقف أمام باب مطعم عوضية للأسماك، مطل على شارع ترابي,راجل واقف قدام باب مطعم عوضية سمك و المطعم  فاتح في شارع تراب,أم درمان/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Wikimmedia common Licened,"CC BY-SA 4.0,BY ASIM",
IMG_000177.jpg,Google drive,خزان سنار مبني من الحجر الجيري والجرانيت، وفوقه ونش ثابت,خزان سنار مبني من الحجر الجيري والجرانيت وفوقو في ونش قاعدة,سنار / ولاية سنار,Audio_link,Public places and infrastructure,Wikimmedia common Licened,"CC BY-SA 4.0,BY",Energy infrastructure
"IMG_000178,jpg",Google drive,تندفع المياه بشدة من سد مروي، وفوق السد توجد ونشات وآلات,الموية مندفعة شديد من سد مروي و قاعدة  ونشات وآلات فوقو,مروي / الولاية الشمالية,Audio_link,Public places and infrastructure,Wikimmedia common Licened,"CC BY-SA 4.0,BY",Energy infrastructure
IMG_000179.jpeg,Google drive,جامع كبير مفروش فيه بروش صلاة فيهو ناس بتصلي وناس قاعدة,جامع كبير مفروش فيه بروش صلاة فيهو ناس بتصلي وناس قاعدة,الخرطوم/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Wikimmedia common Licened,"CC BY-SA 4.0,BY",
IMG_000180.jpg,Google drive,مبنى فندق كبير في السوق العربي، وأمامه أولاد واقفون,مبنى فندق كبير في السوق العربي وقدامو في  اولاد واقفين,الخرطوم/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Wikimmedia common Licened,"CC BY-SA 4.0,BY",
IMG_000181.jpg,Google drive,مدخل بوابة كلية القانون بجامعة النيلين، وأمامه طلاب واقفون,مدخل بوابة كلية القانون جامعة النيلين وقدامو طلبة واقفين,الخرطوم/ ولاية الخرطوم,Audio_link,Public places and infrastructure,licensed public,CC0 1.0,
IMG_000182.jpg,Google drive,مطعم ود الكوة للمشويات وقدامو قعدات وكراسي ملونة,مطعم ود الكوة للمشويات وقدامو قعدات وكراسي ملونة,أم درمان/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Wikimmedia common Licened,"CC BY-SA 4.0, BY Mohamed Almoataz",
IMG_000183.jpeg,Google drive,مبنى بنك الخرطوم الكبير في الزاوية، ويفتح على شارع ترابي,مبنى بنك الخرطوم كبير في الناصية فاتح على شارع الظلط,الخرطوم/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licened Public( Wikimedia common),"CC BY-SA 4.0, Mussapedia",
IMG_000184.jpg,Google drive,مبنى سينما الصافية في وسط الحي، وبجواره منازل وأشجار,مبنى سينما الصافية في نص الحلة وجمبو بيوت وشجر,بحري/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licened Public( Wikimedia common),"CC BY-SA 4.0, عاصم الرشيد التوم",
IMG_000185.jpg,Google drive,منتزه البحيرة يحتوي على لعبة دسكو وألعاب أخرى، وتنتشر فيه أشجار كثيرة,منتزه البحيرة فيهو لعبة دسكو وألعاب تانية وشجر كتير,أم درمان/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licened Public( Wikimedia common),"CC BY-SA 4.0, عاصم الرشيد التوم",
IMG_000186.jpg,Google drive,المسجد الحنفي القديم أمامه نافورة بيجية صغيرة,الجامع الحنفي قديم وقدامو نافورة بيجية صغيرة,سواكن / ولاية البحر الأحمر,Audio_link,Public places and infrastructure,Licened Public( Wikimedia common),public domain,
IMG_000187.jpg,Google drive,مدخل مستشفى أم روابة التعليمي، وجدرانه مقشرة,مدخل مستشفى ام روابة التعليمي حيطانو مقشرة,أم روابة / ولاية شمال كردفان,Audio_link,Public places and infrastructure,Direct Permission,Permission Form,
IMG_000188.jpg,Google drive,مبني البريد و البرق بسوق ام درمان مطل على شارع حصوي,عمارة البريد و البرق في سوق امدرمان فاتحة في الظلط,أم درمان/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licened Public( Wikimedia common),public domain,
IMG_000189.jpg,Google drive,مبنى محلية أم درمان، ويفتح على شارع حصوي,مبنى محلية ام درمان فاتح على شارع ظلط,أم درمان/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licened Public,Image_link,
IMG_000190.jpg,Google drive,شركة النيل الكبرى لعمليات تكرير البترول، وأمامها سور أبيض، وبجوارها أشجار (جنبك),مبنى البترول قدامو سور ابيض وجمبو شجر,الخرطوم/ ولاية الخرطوم,Audio_link,Public places and infrastructure,VLicened Public( Wikimedia common),"CC BY-SA 4.0, ASIM",
IMG_000191.jpg,Google drive,مدخل بوابة جامعة سنار، مبني من الطوب، وبجواره أشجار,مدخل بوابة جامعة سنار مبني من الطوب وجمبه شجر,سنار / ولاية سنار,Audio_link,Public places and infrastructure,Licened Public( Wikimedia common),public domain,
IMG_000192.jpg,Google drive,مبنى مؤسسة التنمية السودانية من الخلف و امامة سيارات مركونة,عمارة مؤسسة التنمية السودانية من ورا  وقداموا في عربات واقفة,الخرطوم/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licened Public( Wikimedia common),"CC BY-SA 4.0, BY Husam Mustafa Ahmed Abdul Rahim & Elmigdad Bannaga",
IMG_000193.jpg,Google drive,مبنى مركز الواحة التجاري للتسوق، ومسور بسياج مصنوع من الطوب,مبنى مول الواحة مسورنو بسياج معمول من الطوب,الخرطوم/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licened Public( Wikimedia common),"CC BY-SA 2.0,  simsimt",
IMG_000194.jpg,Google drive,مدخل بوابة سيتي بلازا منوّر بلمبات لونها وردي وأخضر، ويوجد شخص واقف عند المدخل,مدخل بوابة سيتي بلازا منورينو بلمبات لونها بمبي واخدر وفي زول واقف في مدخلو,الخرطوم/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licened Public( Wikimedia common),"CC BY-SA 4.0, Husam Mustafa Ahmed Abdul Rahim",
IMG_000195.jpg,Google drive,عربة ثلاثية العجلات واقفة في منتصف الشارع أمام ضريح حمد النيل,ركشة واقفة في نص الشارع قدام ضريح حمد النيل,أم درمان/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licened Public,"CC BY-SA 2.0, Nina R ",
IMG_000196.jpg,Google drive,مركز عفراء التجاري للتسوق وأمامه مساحة من العشب مزروعة بالورود,مبنى مول عفراء كبير وقدامو نجيلة فيها ورود,الخرطوم/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Direct permission,Permission Form,
IMG_000197.jpg,Google drive,مدخل بوابة متنزه الريفيرا، وبجواره علم السودان,مدخل بوابة منتزه الريفيرا وجمبو في علم السودان,أم درمان/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licened Public( Wikimedia common),"CC BY-SA 4.0, عاصم الرشيد التوم",
IMG_000198.jpg,Google drive,مقابر حمد النيل تقع في الوسط، وتحيط بها مبانٍ,مقابر حمد النيل قاعدة في النص وحولينها مباني,أم درمان/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licened Public,"CC BY-SA 2.0,BY Nina R",
IMG_000199.jpg,Google drive,منتزة ابو الطيب السياحي مطلة علي الشارع العام,منتزة ابو الطيب السياحي  مطله علي شارع الظلط,أم درمان/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licened Public( Wikimedia common),"CC BY-SA 4.0, عاصم الرشيد التوم",
IMG_000200.jpg,Google drive,مبنى كلية الطب وكلية الصيدلة وكلية المختبرات في جامعة كرري,مبنى كلية الطب وكلية الصيدلة والمختبرات في جامعة كرري,أم درمان/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licened Public( Wikimedia common),"CC BY-SA 3.0, BY Petr Adam Dohnálek",
IMG_000201.jpg,Google drive,حديقة أوزون المليئة بالأشجار، مفتوحة على شارع ترابي,حديقة اوزون المليانة شجر وفاتحة على شارع ظلط,الخرطوم/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licened Public( Wikimedia common),"CC BY-SA 4.0, BY ASIM",
IMG_000202.jpg,Google drive,بوابة مدخل الحديقة النباتية القومية مطل على شارع ترابي,بوابة مدخل معرض الزهور فاتح في شارع تراب,الخرطوم/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licened Public( Wikimedia common),"CC BY-SA 3.0, BY Petr Adam Dohnálek",
IMG_000203.jpg,Google drive,فندق غراند هوليدي فيلا، وأمامه أعلام كثيرة وأشجار,فندق غراند هوليدي فيلا قدامو اعلام كتيرة وشجر,الخرطوم/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licened Public( Wikimedia common),"CC BY-SA 3.0, BY Petr Adam Dohnálek",
IMG_000204.jpg,Google drive,منطقة استراحة المسافرين بين الخرطوم و بورتسودان,بت شايلة قارورة موية كبيرة على رأسها في استراحة بين الخرطوم وبورتسودان,,Audio_link,Public places and infrastructure,Licened Public( Wikimedia common),"CC BY-SA 3.0, BY Petr Adam Dohnálek",
IMG_000205.jpg,Google drive,مسجد الفاروق، مبني من الطوب، مطل على شارع مُرصوف بالإنترلوك,جامع أرباب العقائد مبني من الطوب فاتح على شارع انترلوك,الخرطوم/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Direct permission,Permission Form,
IMG_000206.jpg,Google drive,معرض الخرطوم الدولي وأمامه لمبات دائرية,معرض الخرطوم الدولي قدامو لمبات دائرية,الخرطوم/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licened Public(Wikimedia common),"CC BY-SA 4.0, BY Mojtaba Abdlbagi",
IMG_000207.jpg,Google drive,مبنى شركة جياد للسيارات وأمامه سيارات كثيرة متوقفة,مبنى شركة جياد للعربات وقدامو عربات كتيرة واقفة,الخرطوم/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licened Public(Wikimedia common),"CC BY-SA 4.0, BY ASIM",
IMG_000208.jpg,Google drive,ملعب كرة سلة في النادي اليوناني، وبجواره أشجار وتحيط به منازل,ملعب كورة سلة في النادي اليوناني وجمبو شجر وحولينو بيوت,الخرطوم/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licened Public(Wikimedia common),"CC BY-SA 4.0, BY RomanDeckert",
IMG_000209.jpg,Google drive,مبنى مطار بورتسودان الدولي مُشيَّد بواجهة زجاجية,مبنى مطار بورتسودان الدولي معمول من القزاز,بورتسودان/ ولاية البحر الأحمر,Audio_link,Public places and infrastructure,Direct permission,Permission Form,
IMG_000210.jpg,Google drive,بوابة مبنى سفارة جمهورية إندونيسيا، وأمامها عشب اخضر,بوابة مبنى سفارة جمهورية إندونيسيا وقدامو نجيلة,الخرطوم/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licened Public(Wikimedia common),Public Domain,
IMG_000211.jpg,Google drive,مبنى الفرع الرئيسي لبنك الخرطوم، وتحيط به مبانٍ أخرى,مبنى الفرع الرئيسي لبنك الخرطوم وحولينو مباني,الخرطوم/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licened Public(Wikimedia common),"CC BY-SA 4.0, BY Husam Mustafa Ahmed Abdul Rahim & Elmigdad Bannaga",
IMG_000212.jpg,Google drive,مدخل بوابة جامعة أفريقيا العالمية، وأمامه أشخاص يدخلون ويخرجون,مدخل بوابة جامعة أفريقيا العالمية وقدامو ناس داخلين ومارقين,الخرطوم/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licened Public(Wikimedia common),"CC BY-SA 3.0,BY Drsheikh84",
IMG_000213.jpg,Google drive,مسجد السيدة السنهوري يطل على شارعٍ مُسفلت، وأمامه سيارات كثيرة متوقفة,جامع السيدة السنهوري فاتح في الظلط وقدامو واقفة عربات كتيرة,الخرطوم/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Direct permission,Permission Form,
IMG_000214.jpg,Google drive,مبنى المجلس الوطني مفتوح على شارعٍ مُسفلت، وأمامه علم السودان,مبنى المجلس الوطني فاتح في شارع ظلط وقدامو علم السودان,أم درمان/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licened Public(Wikimedia common),"CC BY-SA 4.0, BY ASIM",
IMG_000215.jpg,Google drive,بوابة عبدالقيوم مبنية من الطوب، ومسوَّرة بسور أخضر,بوابة عبدالقيوم مبنية من الطوب ومسورة بسور اخدر,أم درمان/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licened Public(Wikimedia common),"CC BY-SA 2.0, By David Stanely ",
IMG_000216.jpg,Google drive,رجل وامرأة واقفان أمام باب مستشفى الخرطوم التعليمي,راجل ومرة واقفين قدام باب مستشفى الخرطوم التعليمي,الخرطوم/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licened Public(Unsplash),Unsplash Licened,
IMG_000217.jpg,Google drive,رجل داخل مبنى مستشفى الصفا التخصصي,راجل داخل جوة مبنى مستشفى الصفا التخصصي,الخرطوم/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licened Public(Wikimedia common),"CC BY-SA 3.0,BY saminet",
IMG_000218.jpg,Google drive,مبنى وزارة النقل والطرق والجسور، لونه أصفر,مبنى وزارة النقل والطرق والجسور لونو اصفر,الخرطوم/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licened Public(Wikimedia common),"CC BY-SA 3.0,BY Dominik HES",
IMG_000219.jpg,Google drive,مباني مبنية من الطوب بكلية العلوم بجامعة الخرطوم,مباني الطوب في جامعة الخرطوم كلية العلوم,الخرطوم/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licened Public(Unsplash),Unsplash Licened,
IMG_000220.jpg,Google drive,أسطبلات الخيل، أرضها ترابية، وخلفها تنتشر أشجار كثيرة,اسطبلات الخيل واطتها تراب و وراها شجر كتير,الخرطوم/ ولاية الخرطوم,Audio_link,Public places and infrastructure,A friend Submission,Permission Form,
IMG_000221.jpg,Google drive,مبنى كلية الصيدلة في جامعة النيلين، مفتوح على شارع حصوي,مبنى كلية الصيدلة في جامعة النيلين فاتح في شارع الظلط,الخرطوم/ ولاية الخرطوم,Audio_link,Public places and infrastructure,Licened Public(Wikimedia common),"CC BY-SA 4.0, By ",
IMG_000222.jpg,Google drive,محفظة جلدية مصنوعة يدويًّا من الجلد و معلّقة على قطعة خشبيّة,محفظة صغيرة معمولة يدويا من الجلد و مربوطة في خشبة,,Audio_link,Local objects & Culture,Licened Public(Wikimedia common),"CC BY-SA 4.0, By Bekoellber",
IMG_000223.jpg,Google drive,جدران في معابد مروي مرسوم عليها نقوش تراثية,حيطان في معابد مروي مرسوم فيها حاجات تراثية,مروي / الولاية الشمالية,Audio_link,Local objects & Culture,Licened Public(Unsplash),Unsplash Licened,Heritage
IMG_000224.jpg,Google drive,فِناء منزل به مقعد حديدي تقليدي منسوج بحبال سميكة,حوش فيهو بمبر حديد معمول من حبل تخين,,Audio_link,Local objects & Culture,Licened Public(Wikimedia common),"CC BY-SA 4.0, By Roaa Fisal",
IMG_000225.jpg,Google drive,"إبريق من البلاستيك لونه أزرق مخطط بالأبيض, يُستخدم للوضوء",ابريق وضو بلاستيكي لونه أزرق مخطط بي أبيض,,Audio_link,Local objects & Culture,Licened Public(Wikimedia common),"CC BY-SA 4.0,BY Roaa Fisal",
IMG_000226.jpg,Google drive,"مكانس يدوية تُستخدم للتنظيف مصنوعة يدويًّا من سعف النخيل, موضوعة فوق كيس على الأرض",مجموعة من المقاشيش مختوتة فوق شوال في الواطة,,Audio_link,Local objects & Culture,Licened Public(Wikimedia common),CC0 1.0,
IMG_000227.jpg,Google drive,قِدر عميق تقليدي فضيّ اللون,حلة منقر منقر / حلة الدق فضية,,Audio_link,Local objects & Culture,Direct Permission,Permission Form,
IMG_000228.jpg,Google drive,"حذاء تقليدي مصنوع من جلد النمر, لونه أحمر من الداخل",مراكيب معمولة من جلد النمر، أرضيتها لونها أحمر,,Audio_link,Local objects & Culture,Direct Permission,Permission Form,
IMG_000229.jpg,Google drive,"طقم شاي يحتوي على براد وأكواب وأطباق صغيرة للأكواب, و به تصميم ورد أحمر","طقم براد شاي وكبابي وطباقة ,مرسوم فيهو ورود حمرا",,Audio_link,Local objects & Culture,Direct Permission(Tarig mansour),Permission Form,
IMG_000230.jpg,Google drive,"هدايا تُقدَّم في حفلات الزواج السودانية, مزيّنة بحُلية على شكل هلال.",سبت فيهو فال جرتق  أحمر و مزين بي قمر بوبا,,Audio_link,Local objects & Culture,Licened Public(Wikimedia common),"CC BY-SA 4.0, BY EimanIdress",
IMG_000231.jpg,Google drive,شريط الزينة التقليدي الذي يُزيّن رأس العريس في مراسم الزواج مع شريط مصنوع من الحرير و مزيّن بحُلية صغيرة على شكل هلال,حريرة جرتق و شريط ستان أحمر فيهو قمر بوبا,,Audio_link,Local objects & Culture,Licened Public(Wikimedia common),"CC BY-SA 4.0, BY EimanIdress",
IMG_000232.jpg,Google drive,تمثال الملك الكوشي طهارقة,تمثال قديم لتهارقة ملك مملكة الكوش,الخرطوم/ ولاية الخرطوم,Audio_link,Local objects & Culture,Direct Permission(Nile organaization),Permission Form,
IMG_000233.jpg,Google drive,سيارة الخليفة عبدالله التعايشي في متحف بيت الخلفية,بورش عبدالله التعايشي جوا متحف بيت الخلفية,أم درمان/ ولاية الخرطوم,Audio_link,Local objects & Culture,Licened Public(Wikimedia common),"CC BY-SA 3.0, BY محسن الفكي",
IMG_000234.jpg,Google drive,أحجار منقوشة وأعمدة متكسرة في معبد أثري قديم,حجار منقوش فيها و أعمدة مكسرة في معبد قديم,دلقو المحس / الولاية الشمالية,Audio_link,Local objects & Culture,Direct Permission(Nile organaization),Permission Form,Heritage
IMG_000235.jpg,Google drive,رقائق الذرة المنبتة والمطحونة مع بهارات وأعشاب متنوعة,طرقات آبري/ حلو مر,,Audio_link,Local objects & Culture,Direct Permission,Permission Form,Food & Drinks
IMG_000236.jpg,Google drive,جرة فخار تحتوي على مياه للمارة موضوعة تحت ظل الشجرة,ازيار سبيل في الشارع تحت ضل شجرة,,Audio_link,Local objects & Culture,Direct Permission,Permission Form,
IMG_000237.jpg,Google drive,آلة إعداد بسكويت النشادر مثبتة بإحكام على الطاولة,مكنة  بتاعت بسكويت نشادر مربوطة في الطربيزة,,Audio_link,Local objects & Culture,Direct Permission ,Permission Form,
IMG_000238.jpg,Google drive,رجل يرتدي الثوب السوداني ويسير على سور من الطوب، وبالقرب منه أهرامات,راجل لابس جلابية و ماشي في سور من الطوب و جمبه أهرامات,نوري / الولاية الشمالية,Audio_link,Local objects & Culture,Direct Permission(Nile organaization),Permission Form,Heritage
IMG_000239.jpg,Google drive,منظر يظهر أسطح المنازل السودانية المبنية من الطوب الأحمر,منظر سطوح البيوت السودانية المبنية من الطوب الأحمر,,Audio_link,Local objects & Culture,Licened Public(Wikimedia common),"CC BY-SA 4.0, BY Hussin abdalla",
IMG_000240.jpg,Google drive,رجل يقوم بقلع النباتات الضارة، وخلفه لوحة فنية,راجل بحش في الخدار في الواطة و وراه لوحة فنية,,Audio_link,Local objects & Culture,Licened Public(Wikimedia common),"CC BY 4.0,BY آمنه ماجد",
IMG_000241.jpg,Google drive,آثار و بقايا مباني محفورة في أرض صحراوية,آثار بتاعت مباني قديمة محفورة في واطة رملية,كرمة / الولاية الشمالية,Audio_link,Local objects & Culture,Licened Public(Wikimedia common),"CC BY-SA 4.0, BY Lassi",Heritage
IMG_000242.jpg,Google drive,طاولة تحتوي على التمر والحلويات والبهارات مع صور لمؤثرين سودانيين,طربيزة فيها بلح وحلاوة وبهارات وصور لمؤثرين سودانيين,,Audio_link,Local objects & Culture,Direct Permission(Nile organaization),Permission Form,
IMG_000243.jpg,Google drive,إبريق شاي قديم باللون الأصفر,كفتيرة بتاعت شاي قديمة لونها أصفر,,Audio_link,Local objects & Culture,Direct Permission,Permission Form,
IMG_000244.jpg,Google drive,أهرامات تاريخية مكسورة القمم في صحراء مروي,أهرامات تاريخية مكسرة في فوق في صحرا مروي,مروي / الولاية الشمالية,Audio_link,Local objects & Culture,Licened Public(Fliker),"CC BY 2.0,BY Retlaw Snellac",Heritage
IMG_000245.jpg,Google drive,مكان صناعة وحرق الجرار الفخارية,قلل و أواني فخارية في محرقة بتاعت فخار,,Audio_link,Local objects & Culture,Licened Public(Wikimedia common),"CC BY-SA 4.0, BY Esmat Mohammed",
IMG_000246.jpg,Google drive,صحن من السعف يضم أطباقًا مصنوعة من اليقطين المجفف,سبت سعف مختوت فيهو صحانة معمولة من القرع,,Audio_link,Local objects & Culture,A friend Submission,Permission Form,
IMG_000247.jpg,Google drive,إبريق شاي على موقد الفحم الحديدي,كفتيرة في كانون / منقد الفحم من الحديد,,Audio_link,Local objects & Culture,Direct Permission,Permission Form,
IMG_000248.jpg,Google drive,اشغال يدوية مصنوعة من الصدف بأشكال متنوعة,حاجات معمولة يدويا من الصدف في أشكال مختلفة,,Audio_link,Local objects & Culture,Licened Public(Wikimedia common),"CC BY-SA 4.0, BY Randa Arbab",
IMG_000249.jpg,Google drive,عقد ذهبي يتكون من قطع صغيرة تشبه العملات أو الوريقات متراصة بكثافة. موضوع فوق سرير مصنوع من الحبل ,رشّات في شكل جنيه دهبي قاعدة فوق عنقريب معمول من الحبل,,Audio_link,Local objects & Culture,Licened Public(Wikimedia common),"CC BY-SA 4.0, BY Hiba Elsharif",
IMG_000250.jpg,Google drive,مسجد قديم متضرر مبنيّ من الطين، جدرانه مكونة من لونين و أبوابه خضراء اللون ,جامع قديم مكسر مبني من الطين و الحيطة بتاعته لونين، ابوابه لونها اخضر,,Audio_link,Local objects & Culture,Licened Public(Wikimedia common),CC0,
IMG_000251.jpg,Google drive,مراوح مصنوعة يدويًّا من سعف النخيل و معلقة على حائط,هبابات معمولة من السعف و معلقة في حيطة,,Audio_link,Local objects & Culture,Licened Public(Wikimedia common),CC0 1.0,
IMG_000252.jpg,Google drive,مجموعة مختلفة الأحجام من الأدوات الخشبية التقليدية تستخدم لتحريك الطعام,مجموعة من المفاريك أحجاما مختلفة و معمولة من الخشب,,Audio_link,Local objects & Culture,Licened Public(Wikimedia common),CC0 1.0,
IMG_000253.jpg,Google drive,آثر طوبي قديم وسط صحراء و يسمى الدّفُوفة.,أثر قديم من الطوب وسط أرض رملية,كرمة / الولاية الشمالية,Audio_link,Local objects & Culture,Licened Public(Wikimedia common),"CC BY 2.0, BY Valerian Guillot",
IMG_000254.jpg,Google drive,صاج لإعداد خبز الذرة و تحته شعلة من النار,صاج بعوسوا فيهو الكسرة و تحته نار مولعة,,Audio_link,Local objects & Culture,Direct Permission(Nile organaization),Permission Form,Food & Drinks
IMG_000255.jpg,Google drive,وعاءان تقليديان منسوجان يدويًا من سعف النخيل، مُعلَّقان في سقف المنزل، ويُستخدمان لحمل المشتريات.,قفتين معمولات من السعف و معلقات في السقف,,Audio_link,Local objects & Culture,Licened Public(Wikimedia common),"CC BY-SA 4.0, BY Mervat Salman",
IMG_000256.jpg,Google drive,سوق مخصَّص لبيع الأدوات المنزلية و أكياس من السّكر و صناديق لمواد غذائيّة تموينيّة .,سوق فيهو عدة و شوالات سكر و كراتين مواد تموينية,,Audio_link,Local objects & Culture,Licened Public(Wikimedia common),"CC BY-SA 4,0,BY Mervat Salman",
IMG_000257.jpg,Google drive,فرش معلّق وأغطية صحون و سِلال صغيرة منسوجة يدويًّا من سعف النخيل ,برش معلق و طباقة و سباتة صغيرة معمولة من السعف,كسلا/ ولاية كسلا,Audio_link,Local objects & Culture,A friend Submission,Permission Form,
IMG_000258.jpg,Google drive,سجادة صلاة منسوجة من سعف النّخيل، معلّقة على جدار خيمة ذات لون أحمر,مصلاية قديمة معمولة من السعف و معلقة في خيمة حمرا,,Audio_link,Local objects & Culture,A friend Submission,Permission Form,
IMG_000259.jpg,Google drive,جماجم لقرود و إنسان و غوريلا في طاولة متحف، و خلفها ملصقات تعريفيّة توضّح تفاصيل كل جمجمة.,جماجم قرود و زول و غوريلا  في طربيزة متحف و وراها ورق بشرح كل جمجمة حقت شنو,الخرطوم / ولاية الخرطوم,Audio_link,Local objects & Culture,A friend Submission,Permission Form,Heritage
IMG_000260.jpg,Google drive,"رجل يركب عربة مياه يجرّها حمار,يشق طريقه في شارع يضم محلات للجزارة ودكاكين متنوعة وسط حركة السيارات.",راجل راكب كارو موية و ماشي بيهو في شارع فيهو عربات و جزارة  و دكاكين,,Audio_link,Local objects & Culture,Licened Public(Wikimedia common),"CC BY-SA 3.0, BY Petr Adam Dohnálek",
IMG_000261.jpg,Google drive,"مناجل يدوية الصنع  ملفوفة بقطع من القماش, تُستخدم في الحصاد ",مجموعة من المناجل معمولة يدويا و مربوطة بقطع قماش بتستخدم في حش البلح,,Audio_link,Local objects & Culture,Licened Public(Wikimedia common),"CC BY-SA 3.0, BY Sj",
IMG_000262.jpg,Google drive,نافورة مصممة على شكل تمساح  تحُفُّها الأشجار و من تحتها مياه.,نافورة في شكل تمساح حولينها شجر و تحتها موية,الخرطوم / ولاية الخرطوم,Audio_link,Local objects & Culture,Licened Public(Wikimedia common),"CC BY-SA 4.0, BY Aktham Mohamoud",Heritage
IMG_000263.jpg,Google drive,مطبخ جدرانه قديمة يحتوي على فرش دخان من سعف النخيل و سرير به أواني و مقعد خشبي,تكل الحيطة بتاعتو قديمة فيهو برش دخان و سرير عدة و بمبر خشب,,Audio_link,Local objects & Culture,Licned Public(Wikimedia common),"CC BY-SA 3.0, BY Sj",
IMG_000264.jpg,Google drive,بلورات صغيرة من الصمغ العربي,حبات صغيرة من الصمغ العربي,,Audio_link,Local objects & Culture,Licened Public(Wikimedia common),"CC BY-SA 3.0, BY Tarig A. Eltom ",Agriculture-Lifstock & wildlife(Aqriculture products)
IMG_000265.jpg,Google drive,أكياس سكر كنانة زنة كيلوجرامين موضوعة فوق بعضها البعض,أكياس اتنين كيلو من سكر كنانة مختوتة فوق بعض,,Audio_link,Local objects & Culture,Licened Public(Wikimedia common),"CC BY-SA 3.0, BY Sudan Envoy",Agriculture-Lifstock & wildlife(Aqriculture products)
IMG_000266.jpg,Google drive,طبق كبير  مصنوع من الألومنيوم مزخرف برسمة وردة ملوّنة.,صحن فتة معمول من الالمونيوم مرسوم فيه وردة ملونة,,Audio_link,Local objects & Culture,Direct Permission ,Permission Form,
IMG_000267.jpg,Google drive,رِجال يركبون الخيول ويتسابقون في ساحة ترابية.,رجال راكبين خيل و بتسابقوا في ساحة تراب,,Audio_link,Local objects & Culture,Licened Public(Wikimedia common),"CC BY 3.0, BY Dbxsoul ",
IMG_000268.jpg,Google drive,سجق من إنتاج شركة لولي مُعبأ في كيس,كيس بتاع سجوك لولي,,Audio_link,Local objects & Culture,Direct Permission,Permission Form,
IMG_000269.jpg,Google drive,حِبال معلّق عليها قبّعات ملونة و مطرّزة خاصة بالثوب السوداني للرجال,حُبال معلقة فيها طواقي ملونة و مطرزة بتاعت جلاليب,,Audio_link,Local objects & Culture,Direct Permission,Permission Form,
IMG_000270.jpg,Google drive,طاولة تحتوي على جرة القهوة الفخارية، أدوات طقس الجرتق، لوحات فنية، وأغراض تقليدية,طربيزة مليانة حاجات تراثية و لوحات ،فيها جبنات و فخاريات ملونة و سبت سعف و علب بلاستيك فيها بلح و بليلة و قنقليز,,Audio_link,Local objects & Culture,Licened Public(Wikimedia common),"CC BY-SA 4.0, BY Alzain Mohammed",
IMG_000271.jpg,Google drive,صينية تحتوي على مستلزمات طقس الجرتق وهو طقس تقليدي في الأعراس السودانية,صينية جرتق فيها علب البخور و الصندل و الخمرة و المباخر ووراها مفروش الفرمصيص حق العروس,,Audio_link,Local objects & Culture,Licened Public(Wikimedia common),"CC BY-SA 4.0, BY Alzain Mohammed",
